# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = tmpwecy8pwh_model
# start_datetime = 2026-05-06 14:11:24 UTC
# method = laplace
#   laplace
#     mode = /Users/Oliver/Documents/Computer Science/Year 13/MolADT/MolADT-Bayes-Python/results/freesolv/run_20260506_151111/details/stan_output/freesolv/moladt_featurized/bayes_gp_rbf_screened/laplace_optimize/bayes_gp_rbf_screened-20260506151121.csv
#     jacobian = false
#     draws = 2000
#     calculate_lp = true (Default)
# id = 1 (Default)
# data
#   file = /var/folders/_z/jd9jlzfs0md6nvlwttph63x00000gn/T/tmpt33m0mqj/ubmgx4m3.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/Oliver/Documents/Computer Science/Year 13/MolADT/MolADT-Bayes-Python/results/freesolv/run_20260506_151111/details/stan_output/freesolv/moladt_featurized/bayes_gp_rbf_screened/laplace/bayes_gp_rbf_screened-20260506151124.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --filename-in-msg=bayes_gp_rbf_screened.stan
log_p__,log_q__,alpha,signal_scale,lengthscale,sigma
-338.88661,-2.4073611,-6.2259801,6.7415502,4.1070838,0.60734342
-342.54816,-6.2511735,-3.7562563,6.1577415,3.3987822,0.52543788
-338.86538,-2.4548896,-4.9564482,7.5303816,4.4851988,0.66737781
-340.05244,-2.7392387,-7.3834524,5.0836444,3.5383962,0.68410808
-338.82991,-2.0411705,-3.9284418,6.7367706,4.4053568,0.65169482
-339.68697,-3.71144,-3.5406835,8.3934015,4.5696645,0.64018651
-337.09793,-0.45434434,-3.7240246,6.4289905,3.9894917,0.64180074
-338.86912,-2.2465629,-5.7152279,6.5423817,4.2780229,0.70165528
-338.00917,-1.4073374,-6.1860466,6.4651738,3.7936784,0.60364288
-338.7947,-2.4621194,-2.5165489,7.1112243,4.4035349,0.64762876
-339.05094,-2.3783953,-5.0962459,5.8156217,3.8619861,0.71498081
-337.57962,-0.97411521,-5.0448522,6.9429365,4.0919492,0.62329043
-337.04339,-0.32395661,-4.1175934,5.7936792,3.7340229,0.6272145
-340.05758,-3.0715764,-7.260269,5.4024732,3.5407684,0.68586429
-337.66917,-1.0314256,-5.2362857,6.7781202,4.2031257,0.64238688
-337.81725,-1.2946483,-3.0437936,6.4841379,3.998066,0.66159197
-337.24661,-0.55390627,-5.2737656,6.1226363,3.7081474,0.6032602
-338.67979,-2.1277398,-5.9471808,6.740686,4.0653914,0.60184301
-336.9033,-0.1992573,-5.1478552,5.6584033,3.753502,0.65524549
-338.85681,-1.7043949,-3.6832399,5.1584487,3.4586408,0.62440336
-340.18163,-3.7726439,-5.5032044,4.9820727,3.060224,0.57522434
-341.43868,-4.3608622,-6.7768297,4.7023926,3.121236,0.66076262
-339.12177,-2.9508912,-3.9636206,7.9713589,4.3429627,0.64960121
-338.88105,-2.1571782,-3.2262643,5.853345,3.7092404,0.67435954
-340.91392,-4.1769401,-1.4157041,5.7969392,3.8952084,0.65783779
-339.52643,-2.8368149,-7.1188281,5.9272344,3.7094298,0.68150452
-337.30059,-0.63407263,-4.0192427,6.6017106,3.9861296,0.61618361
-338.44985,-1.6641192,-4.9164219,6.0983536,4.0581781,0.6178506
-347.3832,-8.6556854,-0.79136168,5.5911969,3.3076876,0.61025851
-336.96279,-0.28291636,-5.3873536,6.3050628,3.952981,0.64661536
-339.29392,-2.3734609,-5.0357328,4.8386469,3.210557,0.59527084
-340.06304,-3.1393144,-3.7838247,6.8279895,4.3993297,0.61905031
-337.5805,-0.88064207,-4.8123768,5.6662715,3.5882734,0.59485404
-337.65838,-1.1245621,-3.5403004,7.014206,4.0448621,0.62443617
-339.00467,-2.0065966,-6.7894017,5.1572374,3.5677739,0.68229479
-345.88513,-6.9389021,-8.883062,5.1203692,3.1294757,0.63399974
-342.97622,-5.5915372,-1.5529806,5.3251784,3.8830844,0.67175909
-340.06639,-3.3763426,-3.3450537,6.1820343,3.4372059,0.59934356
-338.42703,-1.7483886,-4.773231,5.4148526,3.5982098,0.68587438
-337.91909,-1.1857802,-3.4295842,6.0122506,3.6237058,0.61624203
-337.57422,-0.82239615,-5.8511493,5.3733222,3.6650762,0.67033274
-338.11083,-1.2209372,-4.6736036,5.0454467,3.5478158,0.63372536
-340.57668,-3.9989707,-4.1087419,6.9250777,3.6743731,0.63444377
-337.2896,-0.5881746,-4.4362973,5.8906552,3.8487351,0.67316447
-337.92457,-1.2804572,-6.0806021,6.1566223,4.0387224,0.68162165
-339.54541,-2.1280369,-7.1618369,4.9963128,3.2922702,0.61556437
-338.02855,-1.4884926,-6.2471792,6.525115,3.9251201,0.65953481
-338.56583,-1.734949,-4.9050843,5.0720014,3.6712841,0.63328645
-337.99263,-1.2975845,-3.9228075,5.9008591,3.8780027,0.68712272
-338.05245,-1.3690555,-5.0208682,6.8118437,4.1492352,0.61425251
-337.16772,-0.42288212,-5.9798902,5.5898476,3.6122778,0.64228114
-336.74984,-0.049365348,-5.1456711,5.9969553,3.8470155,0.64490849
-337.95509,-1.0946569,-4.2721053,5.2584469,3.4557573,0.63497793
-342.47598,-5.8804015,-6.2860544,6.5702844,4.5950213,0.65923663
-337.51761,-0.80569181,-5.2436475,6.2361526,4.0809785,0.63977783
-339.39029,-2.5127432,-6.8678564,5.388356,3.4501698,0.66806253
-337.12019,-0.41236302,-5.660224,5.7440912,3.8419347,0.66131045
-339.17177,-2.2048596,-3.6252667,5.41165,3.3753918,0.59293205
-337.73293,-0.99763802,-5.9625541,5.7675149,3.6519037,0.59878004
-338.60609,-1.9431351,-2.9620965,5.9674407,3.8489871,0.67739099
-337.77124,-1.1124296,-5.908392,6.3863498,3.7173762,0.60976905
-338.62648,-2.1485175,-2.5607529,6.2369753,4.1086407,0.67619025
-339.73767,-2.2104346,-7.5361277,5.0947962,3.411069,0.643792
-340.58311,-4.0487015,-6.4724712,6.3388116,3.4396628,0.5682977
-338.05974,-1.4612263,-4.0796382,7.0838082,4.3012277,0.67359608
-337.09877,-0.39077977,-4.7689704,5.6817295,3.7978148,0.63084606
-337.96502,-1.2814522,-4.6369446,6.2071533,3.575121,0.61636613
-338.9713,-1.9254003,-3.0379136,5.5516245,3.5241407,0.62740459
-337.04174,-0.35764921,-5.4460687,6.2650321,3.894759,0.62410244
-338.66997,-1.5701933,-3.8853073,5.0957598,3.4962725,0.64106638
-339.9866,-2.9781055,-7.8020401,5.809672,3.5724973,0.59985619
-339.17923,-2.5030786,-3.0816942,6.2622279,3.5649966,0.59086037
-339.65629,-3.098187,-6.3067039,6.2621796,4.3346444,0.67914137
-340.60536,-4.083914,-2.9428149,6.624856,3.7494068,0.55483574
-337.30471,-0.62400992,-5.2916181,6.4309561,3.9301621,0.6138596
-342.39576,-5.9660711,-4.9535806,4.8013393,3.1001447,0.67079479
-337.42308,-0.64492164,-5.9088672,5.3721755,3.5258429,0.61619105
-338.19273,-1.4542715,-4.8375995,6.0807601,4.1880869,0.68543639
-339.26593,-3.3439812,-2.0940763,7.5932566,4.2578151,0.60815075
-337.49393,-0.8242709,-5.3999788,5.7341301,3.5013751,0.62888937
-337.50935,-0.81363679,-3.7831987,6.0377178,3.7213584,0.64743853
-337.45853,-0.82196153,-4.0119019,6.7773883,3.9237806,0.6153063
-339.24957,-2.659088,-4.5123788,6.4795104,3.9312869,0.70001205
-339.06932,-2.4529732,-4.4173034,5.9562297,3.4348977,0.62807622
-339.51233,-4.019836,-1.3976085,7.5594842,4.4033753,0.6374816
-338.81002,-2.4246608,-2.9468527,7.5116353,4.4479661,0.63616453
-341.39359,-3.6247934,-7.0880175,4.7414916,3.4092661,0.59908474
-339.70671,-2.8506255,-5.4293051,5.3718562,3.6579031,0.58410492
-338.72274,-2.4532944,-6.6630182,6.7771459,4.1085402,0.67057255
-338.36451,-1.6067175,-4.331974,6.5431437,4.0368618,0.59730714
-341.98399,-5.0762699,-5.9712447,6.0691968,3.8068487,0.55422326
-337.16155,-0.47422955,-4.9488875,5.8195307,3.6092649,0.64099382
-342.11045,-3.8388403,-7.9450494,4.7838447,3.2943749,0.66642957
-340.09138,-3.8086496,-1.9763391,6.7633827,3.7541761,0.58769897
-337.83663,-1.1382405,-5.3017586,6.4088259,4.2115033,0.66373717
-337.42614,-0.79499888,-3.7393949,6.6075435,3.8676315,0.62791533
-337.48679,-0.80814056,-4.4474143,6.8350729,4.1794684,0.63452209
-339.08833,-2.6384827,-5.1549602,7.1726306,4.0574401,0.67112956
-338.74027,-2.0261852,-4.4820463,5.3096967,3.4137331,0.6590919
-337.3673,-0.70085902,-3.9181975,6.2481012,3.9291443,0.6670983
-338.83319,-2.5023844,-3.3211862,7.5816953,4.1039004,0.60395382
-337.65496,-0.99501188,-4.0251567,6.6097095,4.1396974,0.67661975
-340.28083,-2.9039655,-7.5420789,5.2841498,3.5566321,0.6012784
-337.52469,-1.0035558,-3.1141273,6.6615181,4.0493041,0.6342067
-338.56012,-1.7904046,-4.7800859,5.6570636,3.7574699,0.59413583
-337.46553,-0.70613019,-4.354257,5.4881996,3.5071622,0.6259216
-338.26937,-1.7180856,-6.0308591,6.6144702,3.8874621,0.65857286
-342.04345,-5.2027889,-4.1103402,5.0372778,4.0038532,0.72712165
-337.53769,-0.84666534,-4.0363058,6.2710824,3.8346416,0.60040722
-338.65763,-1.7089954,-6.238729,5.1480948,3.523233,0.6039686
-337.13579,-0.43772679,-5.4567151,6.008302,3.6378426,0.62000608
-337.64371,-0.95593892,-3.8180172,6.1738759,4.1109302,0.65610235
-337.45594,-0.71669762,-5.9725534,5.7104995,3.7346713,0.61645088
-337.22476,-0.49442385,-5.8752096,5.5834779,3.763524,0.65969448
-338.26563,-1.6572457,-5.5935305,5.7701222,3.3945092,0.5930563
-337.61893,-0.8742706,-5.112667,5.3727079,3.5936461,0.6088623
-338.7284,-2.201845,-7.1826208,6.2858513,3.8172113,0.65191373
-337.19823,-0.48682143,-4.8670579,6.0519039,4.0239335,0.66439744
-337.31066,-0.61548819,-5.4800864,5.5601621,3.5976749,0.65725784
-336.83615,-0.13791141,-4.7839296,6.3152688,3.9275943,0.63264993
-339.19943,-2.4285429,-3.9588715,6.7609776,4.0927392,0.5871305
-337.78879,-1.0571002,-5.1205804,5.9712803,3.8352185,0.60165526
-340.77716,-4.7785516,-5.984526,7.6935702,4.0699678,0.57574321
-338.33618,-1.3958555,-5.1030157,4.8892142,3.4475041,0.62996753
-338.87769,-2.1697324,-3.7865238,6.4001744,4.2903059,0.70492047
-338.17333,-1.7548875,-6.3034555,6.8280703,3.9527223,0.63062187
-338.2487,-1.5823477,-3.711522,6.2632237,4.1045567,0.69519952
-337.73769,-0.99979515,-4.6537612,6.5723543,4.1937381,0.63663945
-337.5842,-0.88261814,-4.991996,5.3807434,3.5388136,0.65953473
-340.65905,-4.4442347,-4.3043255,7.6521868,4.1446191,0.68088105
-337.26371,-0.62312621,-5.7369211,6.3776457,3.994013,0.65554427
-338.68441,-1.9464408,-4.8660615,5.8648852,4.1478377,0.70162305
-337.39723,-0.69423471,-5.7965107,5.844598,3.9075797,0.63865073
-337.15382,-0.45837787,-5.0761574,6.3018745,4.0019103,0.66665059
-337.44727,-0.79606664,-4.4198346,6.7440511,3.9304032,0.64165318
-338.14644,-1.5469739,-6.9488103,6.1069337,3.8851354,0.65768002
-336.96364,-0.27591824,-4.8092153,6.4954824,3.9556138,0.62914048
-338.49411,-1.7674598,-4.1970497,5.9566574,4.1591476,0.69433532
-340.35664,-4.0346923,-6.1283899,6.8777069,4.1183771,0.70970157
-337.88857,-1.1896069,-4.3034966,6.4540862,3.87171,0.59158347
-338.53027,-1.8324603,-3.6874845,6.0777644,4.2029771,0.66670669
-337.95688,-1.2599726,-4.2071964,6.9517352,4.313666,0.64353236
-338.15615,-1.5185985,-3.6610012,6.6373037,3.9049523,0.59065949
-343.1728,-4.3078925,-8.4125968,4.7152259,3.494566,0.65445332
-336.97069,-0.26325164,-4.4666319,5.8295992,3.6438305,0.62478546
-339.20275,-2.082447,-6.9053406,5.1184756,3.2701392,0.61288018
-338.97748,-2.3206289,-6.5699026,5.9767758,4.0481933,0.63348629
-340.68127,-3.5916447,-3.0937411,5.2393327,3.8074726,0.62821502
-338.13609,-1.3986848,-3.7034017,5.6218985,3.9088364,0.64595034
-338.5609,-1.8709727,-5.8364682,5.61008,3.4734991,0.57609983
-337.22242,-0.50224445,-4.5545648,5.595803,3.5651209,0.61258912
-337.36794,-0.69967472,-6.0793377,6.1833877,3.7977357,0.6455226
-338.14041,-1.4652978,-6.6755055,6.1769562,3.6860812,0.62967414
-340.61656,-3.1153212,-6.8118929,4.5872831,3.2442322,0.66517282
-337.23822,-0.54253223,-4.5137987,5.9393445,3.648783,0.60305521
-338.26721,-1.557006,-5.3104326,5.8115707,4.0961311,0.6659993
-337.70673,-1.0026105,-6.3710644,6.0809564,3.6676385,0.62682469
-338.82183,-2.2824159,-4.2837461,7.4161981,4.4831857,0.68008476
-337.56868,-0.98490478,-5.7226255,6.6691454,4.020337,0.62342544
-338.46522,-2.1697251,-5.3549555,7.4931509,4.2575886,0.64376596
-339.75351,-2.9941238,-5.7241271,6.4940057,4.0668999,0.58969976
-338.78714,-2.1770212,-5.0763515,7.0823143,4.4640344,0.67648206
-337.44116,-0.85691016,-5.8515893,6.5975501,3.9665027,0.63067533
-338.72714,-1.7551664,-5.3467681,4.823111,3.5049344,0.63478743
-338.1408,-1.5985653,-5.1443622,7.131878,4.0916677,0.60816838
-337.14435,-0.43848568,-4.7716366,5.6211296,3.8249499,0.64470621
-338.23195,-1.556974,-4.1789065,5.8538529,3.5025232,0.58374288
-337.83155,-1.1406057,-5.3703434,6.188193,3.7426965,0.58940822
-340.04227,-3.4685361,-3.2507197,6.4199162,4.1952024,0.72536099
-338.88586,-2.3675019,-7.5037519,6.1906292,3.8500458,0.62977926
-336.76536,-0.064698043,-5.0975331,6.0385603,3.7583338,0.62869102
-338.56471,-2.1291109,-3.6750897,7.2866598,4.0718635,0.65235379
-339.68511,-2.5680782,-7.1796858,5.3190009,3.2911164,0.61949582
-337.66091,-0.79256479,-6.2659508,5.255248,3.4872858,0.62803143
-338.86151,-1.9498145,-6.4408822,5.1078923,3.6984305,0.68717324
-337.40425,-0.77728032,-3.7720621,6.6825816,4.1347972,0.65957856
-339.38435,-2.7184636,-3.3307043,6.3600823,3.5553921,0.61190389
-337.44402,-0.68829639,-6.1963419,5.6528545,3.5894106,0.64321017
-337.95247,-1.4561524,-4.1322214,7.3667136,4.2120556,0.64167826
-336.97369,-0.27141918,-5.2368004,5.9609489,3.7619648,0.61524995
-337.15014,-0.44365463,-4.434771,6.2913521,3.9447049,0.61892626
-340.76829,-4.1644644,-3.7519249,6.867028,3.5914776,0.61028927
-339.57325,-2.3743535,-6.0919139,4.6061946,3.3392719,0.66336935
-337.93017,-1.1592359,-6.6252484,5.8801283,3.5905943,0.62308271
-337.97333,-1.3554466,-5.6383006,6.6346655,3.8447272,0.59772447
-337.44896,-0.74677578,-4.4149668,6.0385161,3.9408747,0.68039024
-338.17872,-1.1755647,-6.6296767,5.1496397,3.5727065,0.64422261
-341.17455,-3.2502744,-7.7422229,4.9965002,3.4016524,0.59940278
-337.9812,-1.2624364,-5.0415043,5.5523352,3.8938464,0.63736966
-338.88549,-2.3987215,-5.7521758,7.0415722,4.336814,0.63167902
-339.53619,-2.2637039,-6.9974007,5.0867331,3.3464999,0.59471338
-338.71078,-2.1974157,-5.5249316,7.0728897,3.8794361,0.59674602
-338.09291,-1.2426484,-6.8842789,5.6938703,3.6001128,0.64143015
-338.24531,-1.2750553,-4.1280982,5.1273033,3.5380168,0.64568961
-337.85926,-1.1384943,-5.2334676,5.2608388,3.4034263,0.59884447
-338.80177,-2.0045631,-4.9140272,6.0788854,3.9173785,0.59187992
-337.61498,-0.90458288,-4.3028983,6.2072942,3.8471591,0.59905604
-337.3974,-0.6659215,-4.3408805,5.5766578,3.7272798,0.66620557
-340.89701,-3.7312418,-3.4019773,5.262294,3.6200023,0.58673049
-338.66485,-1.9783502,-3.1931164,6.1625725,3.6220858,0.58787038
-337.99599,-1.3527935,-3.7201216,6.3271162,3.7659165,0.65289184
-337.33532,-0.70005081,-5.1977626,6.737443,3.9580271,0.62559471
-337.06953,-0.38237999,-4.120854,6.2737581,3.8414288,0.61569661
-337.99033,-1.3738874,-5.2129982,6.7373263,3.9171095,0.6563534
-338.90285,-2.057665,-3.7109505,5.5565817,3.3862859,0.5946854
-336.89652,-0.19581,-4.3150034,6.0381952,3.7472289,0.63464129
-339.26874,-2.9588457,-4.8940175,7.5564737,4.1782617,0.66497479
-340.43794,-4.2249415,-1.2884625,6.2243988,3.9690437,0.66992409
-338.37804,-1.6807168,-3.9454474,5.9703623,3.9796143,0.70021742
-338.54493,-1.7545389,-3.4415714,5.8468304,3.5038202,0.60028617
-337.46256,-0.80749159,-6.3884004,6.1410267,3.8253315,0.63118182
-341.05385,-3.9920712,-1.4662839,5.7642938,3.7086282,0.63053928
-339.70972,-3.3837014,-2.1674423,6.3902591,4.324575,0.67773795
-338.68057,-2.0253704,-7.1187412,5.9359814,3.8851599,0.67694185
-337.10858,-0.46638743,-3.7614581,6.50596,3.9894569,0.63456983
-337.00009,-0.28890146,-5.6092026,5.6782414,3.7910699,0.65294942
-338.63182,-2.1289183,-2.7611172,6.3406537,4.2112663,0.67837523
-337.46129,-0.75339948,-5.5601298,5.72848,3.9048796,0.64223529
-338.24771,-1.6495898,-6.0128783,6.525593,3.8935766,0.59680168
-338.09935,-1.4427599,-5.3527428,6.7201249,4.27738,0.64832617
-337.42679,-0.70525626,-5.9226602,5.8257098,3.6440533,0.60506469
-338.76663,-1.6711678,-6.4502405,4.9545332,3.3589255,0.60841226
-336.98678,-0.2755834,-5.6891953,5.7288221,3.7963559,0.64385163
-338.10546,-1.3895666,-4.8230634,5.6946777,4.0214989,0.68848
-338.05039,-1.609644,-3.3309224,7.140364,4.0594475,0.64084896
-337.76998,-1.0320329,-6.7264654,5.8182876,3.7877883,0.65439047
-339.02052,-2.0570665,-5.0826287,4.8023872,3.5725633,0.66775229
-338.28859,-1.6800742,-3.5942391,6.765265,3.7753839,0.60669815
-337.83456,-1.1052804,-4.9187713,6.1177119,4.1554425,0.67454802
-337.75858,-0.97732473,-6.421566,5.6881723,3.5437727,0.63444541
-338.21814,-1.6173802,-6.5722834,6.1154044,4.0016685,0.67930543
-337.42377,-0.74229777,-4.6890986,6.766834,4.1520543,0.63380758
-339.64191,-2.5643172,-5.8055378,4.6793007,3.5615971,0.6574368
-338.22396,-1.5856404,-5.7281826,5.4627457,3.4332815,0.65277555
-341.12799,-5.231814,-5.4489765,8.0183252,4.7866214,0.69965646
-338.63421,-2.2758438,-4.6975932,7.6504118,4.1798481,0.61899871
-338.17424,-1.4529012,-4.0425179,5.6059113,3.9636597,0.67834765
-337.16202,-0.47043739,-4.637177,6.5903203,4.0456625,0.6278163
-337.53911,-0.86520545,-4.9921561,6.4596927,3.9820868,0.67297863
-339.82599,-2.9404287,-6.1832521,5.0081869,3.7170036,0.71185523
-338.192,-1.5368492,-5.4405309,6.6537683,3.7400906,0.62117356
-339.09095,-2.0632083,-3.6000287,5.2093439,3.6719781,0.62784936
-337.91341,-1.2444251,-4.9466326,6.8189894,4.2976077,0.66693443
-337.85794,-1.0026118,-5.9007381,5.0443556,3.3979768,0.62892521
-338.23547,-1.571259,-5.9349769,5.6514868,3.515915,0.65850231
-338.57083,-1.6273797,-6.0314946,4.917651,3.2965664,0.60772635
-342.14311,-5.6730328,-3.1686706,6.1315338,3.3252398,0.54638141
-339.13394,-2.3335477,-5.2792271,5.8403751,3.8073135,0.58489944
-339.61542,-2.9446247,-3.8660103,5.7642185,3.3220204,0.59057274
-338.75309,-2.0184675,-4.375064,5.727068,3.9955892,0.71024696
-340.66857,-4.224359,-4.1473902,6.2233304,3.4530161,0.54463584
-336.95717,-0.23941397,-4.4286143,5.6639081,3.7339705,0.64464757
-337.2425,-0.54212026,-5.6533497,5.9730369,3.6172965,0.61610194
-341.69884,-3.5820644,-8.4052698,5.0920634,3.5027019,0.66051698
-341.51932,-5.0356855,-5.3629512,6.8730635,3.501063,0.56406609
-339.12266,-1.9751729,-6.1873417,4.6944007,3.3454327,0.65400097
-338.02658,-1.3691234,-3.6405491,6.8675242,4.3216426,0.65099485
-338.49217,-1.5712653,-6.1151145,5.0932923,3.5907232,0.62094246
-339.23426,-2.4806175,-5.6783134,5.3776131,3.4645057,0.57120406
-340.15358,-3.515356,-6.5005144,6.3899509,3.9774438,0.58490249
-342.3675,-4.713116,-8.4098632,5.2775456,3.5764552,0.69411076
-339.46376,-2.6325105,-4.1468312,5.460758,3.5469174,0.57446162
-341.02132,-4.9094344,-5.4651009,7.7100127,4.0188327,0.65316727
-341.07501,-4.1568641,-5.8346749,6.0476416,4.144615,0.60678749
-337.95419,-1.1880664,-6.4592425,5.7768809,3.7253528,0.60976738
-340.93155,-3.4417731,-2.5028366,5.2023829,3.6764246,0.66568022
-339.48095,-2.5936121,-4.7395602,5.0235979,3.3222511,0.57942844
-336.9622,-0.26301755,-4.8355859,5.7849517,3.6466555,0.6139091
-338.65281,-2.0143675,-5.0669414,6.6520669,3.7567013,0.57655678
-337.61424,-0.94037456,-6.1972026,6.1408798,3.754213,0.6490004
-338.16728,-1.4624976,-4.363516,6.0441194,3.9838612,0.69926996
-338.04585,-1.3243616,-4.2218372,5.9090179,4.071748,0.64799948
-339.83215,-3.0936251,-5.2821154,6.3823867,4.421257,0.71295177
-339.54965,-2.7542742,-7.2899104,5.5523636,3.9427335,0.67896396
-338.81784,-2.12758,-2.9065154,5.7806199,3.986307,0.67718236
-341.40847,-3.9319174,-7.6095295,5.1733109,3.1600491,0.60628654
-338.73058,-2.1421451,-2.7201041,6.3444837,3.7461998,0.59305361
-336.93793,-0.23802095,-5.0500182,6.1332881,3.9074747,0.659912
-337.01595,-0.33792242,-4.0052268,6.320368,4.0019816,0.64378152
-340.07024,-3.5678436,-5.0466157,7.1875909,3.8123793,0.5658812
-338.10349,-1.4477334,-4.1627881,6.4809661,4.0419638,0.68929092
-338.23842,-1.6136702,-4.2019879,6.5779847,3.9782576,0.68216167
-338.73956,-2.2664038,-3.358748,7.2808357,4.084451,0.59277277
-340.99877,-4.3456901,-6.1220229,6.1868407,4.2029292,0.74435868
-337.48478,-0.80727999,-3.6894777,6.2237537,3.7396019,0.63425426
-338.61546,-1.919573,-3.6681865,5.8359447,4.106629,0.66196233
-340.06993,-3.5613791,-3.3745891,7.591261,4.7134673,0.69184871
-337.00307,-0.31914042,-4.5313625,6.5081252,3.9020285,0.63538945
-339.82781,-2.4824323,-7.2513932,4.9763692,3.5602909,0.67923137
-338.56716,-1.9338107,-3.0168171,6.2349178,3.7166603,0.64602288
-338.61265,-2.1595834,-5.392983,7.1086813,4.1781238,0.67740777
-338.30882,-1.8477816,-2.4967515,6.480986,3.855766,0.63142478
-338.24149,-1.6704112,-3.9233369,7.0412367,3.9167065,0.63187505
-337.81562,-1.0813934,-6.1128216,5.6221474,3.8387022,0.68063237
-338.46284,-1.7660305,-4.9807229,6.481427,4.1536352,0.70241151
-337.97146,-1.4307341,-2.9829731,6.5556552,4.0373338,0.61590192
-338.63315,-2.1442403,-6.7698265,6.4590144,3.8906717,0.60453514
-336.88612,-0.18620279,-5.0976313,6.0798015,3.7171715,0.62372505
-338.6976,-1.9735116,-3.6401033,5.7393619,3.8423738,0.69590997
-338.37074,-1.7582427,-5.3205865,6.8244146,3.9242064,0.58959486
-337.51528,-0.83415451,-3.8204578,6.1594135,4.0826152,0.66364248
-339.38371,-2.7235452,-2.9137065,6.0110713,4.119733,0.63421201
-337.92152,-1.2555563,-5.9878377,6.2396346,3.9257289,0.61008447
-338.21434,-1.501853,-4.8127623,5.4504717,3.929751,0.68262487
-339.20862,-2.4046593,-2.4900249,5.7092412,3.8513643,0.66654405
-337.25627,-0.60500283,-4.0198634,6.6457665,4.0903385,0.65694947
-337.67779,-0.95915324,-6.4182935,5.7577334,3.8683514,0.66213189
-340.59219,-2.7067262,-7.2382003,4.7060758,3.3056733,0.61389482
-339.56877,-2.1595457,-6.9245655,4.8048955,3.2680594,0.63451713
-337.88325,-1.2342464,-3.5566671,6.175773,3.8062353,0.66308182
-337.64806,-0.94155657,-5.8174461,5.7477155,3.7894642,0.68018627
-341.87458,-5.1280242,-5.0335708,6.8839147,3.9332195,0.5460815
-339.64698,-3.0591794,-4.7666954,6.2666414,3.5346168,0.64502405
-338.07584,-1.3592467,-3.6399302,5.8492353,3.7101344,0.666435
-339.65958,-2.6991694,-2.8207226,5.7238055,3.5297147,0.64274881
-338.89627,-2.2954072,-4.5155772,6.7049817,3.8253359,0.66346212
-339.38274,-2.7458193,-4.5619073,7.2525388,4.5698275,0.69195768
-339.6595,-2.3808826,-6.8253798,4.9979335,3.4449418,0.6005271
-337.44547,-0.75943737,-5.0868132,6.359666,3.746228,0.60031534
-337.80985,-1.2889898,-3.8246275,7.2693734,4.2221349,0.63813039
