seed,split,mol_id
0,train,mobley_2859600
0,train,mobley_2864987
0,train,mobley_2881590
0,train,mobley_2913224
0,train,mobley_2923700
0,train,mobley_2925352
0,train,mobley_2929847
0,train,mobley_2958326
0,train,mobley_2972345
0,train,mobley_2972906
0,train,mobley_299266
0,train,mobley_3006808
0,train,mobley_303222
0,train,mobley_3034976
0,train,mobley_3047364
0,train,mobley_3053621
0,train,mobley_3060426
0,train,mobley_3105103
0,train,mobley_313406
0,train,mobley_3144334
0,train,mobley_3167746
0,train,mobley_3169935
0,train,mobley_3187514
0,train,mobley_3210206
0,train,mobley_3211679
0,train,mobley_3234716
0,train,mobley_3259411
0,train,mobley_3264884
0,train,mobley_3265457
0,train,mobley_3266352
0,train,mobley_3269565
0,train,mobley_3269819
0,train,mobley_3274817
0,train,mobley_3318135
0,train,mobley_3323117
0,train,mobley_3325209
0,train,mobley_3359593
0,train,mobley_3370989
0,train,mobley_337666
0,train,mobley_3378420
0,train,mobley_3398536
0,train,mobley_3414356
0,train,mobley_3425174
0,train,mobley_349850
0,train,mobley_352111
0,train,mobley_3525176
0,train,mobley_3546460
0,train,mobley_3572203
0,train,mobley_3573480
0,train,mobley_3589456
0,train,mobley_36119
0,train,mobley_3639400
0,train,mobley_3663158
0,train,mobley_3682850
0,train,mobley_3690931
0,train,mobley_3709920
0,train,mobley_3715043
0,train,mobley_3727287
0,train,mobley_3746675
0,train,mobley_3761215
0,train,mobley_3762186
0,train,mobley_3775790
0,train,mobley_3777264
0,train,mobley_3802803
0,train,mobley_3867265
0,train,mobley_3968043
0,train,mobley_3969312
0,train,mobley_397645
0,train,mobley_3976574
0,train,mobley_3980099
0,train,mobley_3982371
0,train,mobley_4013838
0,train,mobley_4035953
0,train,mobley_4039055
0,train,mobley_4043951
0,train,mobley_4043987
0,train,mobley_4059279
0,train,mobley_4149784
0,train,mobley_4193752
0,train,mobley_4218209
0,train,mobley_4219614
0,train,mobley_4252724
0,train,mobley_4287564
0,train,mobley_4291494
0,train,mobley_4305650
0,train,mobley_4364398
0,train,mobley_4371692
0,train,mobley_4375719
0,train,mobley_4434915
0,train,mobley_4463913
0,train,mobley_4465023
0,train,mobley_4494568
0,train,mobley_4506634
0,train,mobley_4584540
0,train,mobley_4609460
0,train,mobley_4613090
0,train,mobley_4620651
0,train,mobley_4678740
0,train,mobley_4683624
0,train,mobley_4687447
0,train,mobley_468867
0,train,mobley_4690963
0,train,mobley_4694328
0,train,mobley_4699732
0,train,mobley_4715906
0,train,mobley_4759887
0,train,mobley_4762983
0,train,mobley_4780078
0,train,mobley_4792268
0,train,mobley_486214
0,train,mobley_4883284
0,train,mobley_4884177
0,train,mobley_4893032
0,train,mobley_49274
0,train,mobley_4934872
0,train,mobley_4936555
0,train,mobley_4964807
0,train,mobley_4983965
0,train,mobley_5003962
0,train,mobley_5006685
0,train,mobley_5052949
0,train,mobley_5063386
0,train,mobley_5076071
0,train,mobley_5079234
0,train,mobley_5110043
0,train,mobley_511661
0,train,mobley_5123639
0,train,mobley_5157661
0,train,mobley_5200358
0,train,mobley_5220185
0,train,mobley_525934
0,train,mobley_5263791
0,train,mobley_52782
0,train,mobley_5282042
0,train,mobley_5286200
0,train,mobley_5310099
0,train,mobley_5311804
0,train,mobley_5326154
0,train,mobley_5346580
0,train,mobley_5347550
0,train,mobley_5371840
0,train,mobley_5390332
0,train,mobley_5445548
0,train,mobley_5449201
0,train,mobley_5456566
0,train,mobley_5471704
0,train,mobley_547634
0,train,mobley_5494918
0,train,mobley_5499659
0,train,mobley_550662
0,train,mobley_5520946
0,train,mobley_5538249
0,train,mobley_5561855
0,train,mobley_5571660
0,train,mobley_5600967
0,train,mobley_5616693
0,train,mobley_5627459
0,train,mobley_5631798
0,train,mobley_5665561
0,train,mobley_5690766
0,train,mobley_5692472
0,train,mobley_5732611
0,train,mobley_5747188
0,train,mobley_5747981
0,train,mobley_5759258
0,train,mobley_5760563
0,train,mobley_5816127
0,train,mobley_5852491
0,train,mobley_5857
0,train,mobley_5880265
0,train,mobley_588781
0,train,mobley_5890803
0,train,mobley_590519
0,train,mobley_5948990
0,train,mobley_5952846
0,train,mobley_5973402
0,train,mobley_5977084
0,train,mobley_6006813
0,train,mobley_6055410
0,train,mobley_6060301
0,train,mobley_6081058
0,train,mobley_6082662
0,train,mobley_6091882
0,train,mobley_6102880
0,train,mobley_6175884
0,train,mobley_6198745
0,train,mobley_6201330
0,train,mobley_6232400
0,train,mobley_6235784
0,train,mobley_6239320
0,train,mobley_6248915
0,train,mobley_6250025
0,train,mobley_6257907
0,train,mobley_6266306
0,train,mobley_627267
0,train,mobley_628086
0,train,mobley_628951
0,train,mobley_6303022
0,train,mobley_6309289
0,train,mobley_632905
0,train,mobley_6338073
0,train,mobley_6353617
0,train,mobley_6358463
0,train,mobley_63712
0,train,mobley_637522
0,train,mobley_6416775
0,train,mobley_6430250
0,train,mobley_6456034
0,train,mobley_646007
0,train,mobley_6474572
0,train,mobley_6497672
0,train,mobley_6522117
0,train,mobley_6571751
0,train,mobley_6620221
0,train,mobley_667278
0,train,mobley_6727159
0,train,mobley_6733657
0,train,mobley_6743808
0,train,mobley_676247
0,train,mobley_6794076
0,train,mobley_6804509
0,train,mobley_6812653
0,train,mobley_6843802
0,train,mobley_6861308
0,train,mobley_6896128
0,train,mobley_6917738
0,train,mobley_6929123
0,train,mobley_6935906
0,train,mobley_6973347
0,train,mobley_6978427
0,train,mobley_6981465
0,train,mobley_6988468
0,train,mobley_7009711
0,train,mobley_7010316
0,train,mobley_7015518
0,train,mobley_7017274
0,train,mobley_7039935
0,train,mobley_7047032
0,train,mobley_7099614
0,train,mobley_7106722
0,train,mobley_7142697
0,train,mobley_7150646
0,train,mobley_7157427
0,train,mobley_7176248
0,train,mobley_7200804
0,train,mobley_7203421
0,train,mobley_7227357
0,train,mobley_7239499
0,train,mobley_7261305
0,train,mobley_7295828
0,train,mobley_7298388
0,train,mobley_7326706
0,train,mobley_7326982
0,train,mobley_7360181
0,train,mobley_7364468
0,train,mobley_7375018
0,train,mobley_7378987
0,train,mobley_7393673
0,train,mobley_7415647
0,train,mobley_7417968
0,train,mobley_7463408
0,train,mobley_7463799
0,train,mobley_7497999
0,train,mobley_7542832
0,train,mobley_755351
0,train,mobley_7578802
0,train,mobley_7608435
0,train,mobley_7608462
0,train,mobley_7610437
0,train,mobley_7676709
0,train,mobley_7688753
0,train,mobley_7708038
0,train,mobley_7735340
0,train,mobley_7768165
0,train,mobley_7769613
0,train,mobley_7774695
0,train,mobley_778352
0,train,mobley_7794077
0,train,mobley_7829570
0,train,mobley_7859387
0,train,mobley_7860938
0,train,mobley_7869158
0,train,mobley_7893124
0,train,mobley_7912193
0,train,mobley_7913234
0,train,mobley_7943327
0,train,mobley_7977115
0,train,mobley_7983227
0,train,mobley_7988076
0,train,mobley_8006582
0,train,mobley_8011706
0,train,mobley_8048190
0,train,mobley_8052240
0,train,mobley_8057732
0,train,mobley_8117218
0,train,mobley_8118832
0,train,mobley_8124669
0,train,mobley_8127829
0,train,mobley_819018
0,train,mobley_8207196
0,train,mobley_820789
0,train,mobley_8208692
0,train,mobley_8260524
0,train,mobley_8311303
0,train,mobley_8311321
0,train,mobley_8320545
0,train,mobley_8337977
0,train,mobley_8426916
0,train,mobley_8427539
0,train,mobley_8436428
0,train,mobley_8467917
0,train,mobley_8492526
0,train,mobley_8514745
0,train,mobley_8522124
0,train,mobley_8525830
0,train,mobley_8558116
0,train,mobley_8573194
0,train,mobley_8578590
0,train,mobley_859464
0,train,mobley_8614858
0,train,mobley_8668219
0,train,mobley_8685905
0,train,mobley_8691603
0,train,mobley_8713762
0,train,mobley_8723116
0,train,mobley_8739734
0,train,mobley_8746821
0,train,mobley_8754702
0,train,mobley_8764620
0,train,mobley_8772587
0,train,mobley_8798016
0,train,mobley_8809274
0,train,mobley_8823527
0,train,mobley_8861672
0,train,mobley_8882696
0,train,mobley_8883511
0,train,mobley_8899867
0,train,mobley_8916409
0,train,mobley_8966374
0,train,mobley_8983100
0,train,mobley_900088
0,train,mobley_9015240
0,train,mobley_9028462
0,train,mobley_902954
0,train,mobley_9029594
0,train,mobley_9055303
0,train,mobley_9073553
0,train,mobley_9100956
0,train,mobley_9114381
0,train,mobley_9121449
0,train,mobley_9185328
0,train,mobley_9197172
0,train,mobley_9201263
0,train,mobley_9209581
0,train,mobley_9246215
0,train,mobley_9246351
0,train,mobley_9257453
0,train,mobley_9407874
0,train,mobley_9414831
0,train,mobley_9434451
0,train,mobley_9460824
0,train,mobley_9510785
0,train,mobley_951560
0,train,mobley_9557440
0,train,mobley_9565165
0,train,mobley_9571888
0,train,mobley_9617923
0,train,mobley_9624458
0,train,mobley_9653690
0,train,mobley_967099
0,train,mobley_9671033
0,train,mobley_9729792
0,train,mobley_9733743
0,train,mobley_9740891
0,train,mobley_9741965
0,train,mobley_9821936
0,train,mobley_9838013
0,train,mobley_9883303
0,train,mobley_9897248
0,train,mobley_9913368
0,train,mobley_9942801
0,train,mobley_9974966
0,train,mobley_9979854
0,valid,mobley_1019269
0,valid,mobley_1178614
0,valid,mobley_1244778
0,valid,mobley_1502181
0,valid,mobley_1662128
0,valid,mobley_1755375
0,valid,mobley_1803862
0,valid,mobley_2005792
0,valid,mobley_2099370
0,valid,mobley_2294995
0,valid,mobley_2316618
0,valid,mobley_2457863
0,valid,mobley_2489709
0,valid,mobley_2493732
0,valid,mobley_2523689
0,valid,mobley_2609604
0,valid,mobley_2784376
0,valid,mobley_2960202
0,valid,mobley_296847
0,valid,mobley_3040612
0,valid,mobley_3395921
0,valid,mobley_3452749
0,valid,mobley_3686115
0,valid,mobley_3738859
0,valid,mobley_3968739
0,valid,mobley_3999471
0,valid,mobley_4177472
0,valid,mobley_4188615
0,valid,mobley_430089
0,valid,mobley_4338603
0,valid,mobley_4395315
0,valid,mobley_4479135
0,valid,mobley_4483973
0,valid,mobley_4553008
0,valid,mobley_4603202
0,valid,mobley_4639255
0,valid,mobley_5467162
0,valid,mobley_5708811
0,valid,mobley_5935995
0,valid,mobley_6190089
0,valid,mobley_6195751
0,valid,mobley_6334915
0,valid,mobley_6359135
0,valid,mobley_6632459
0,valid,mobley_664966
0,valid,mobley_6739648
0,valid,mobley_7066554
0,valid,mobley_7455579
0,valid,mobley_7599023
0,valid,mobley_7732703
0,valid,mobley_7754849
0,valid,mobley_7814642
0,valid,mobley_8191186
0,valid,mobley_8337722
0,valid,mobley_8449031
0,valid,mobley_852937
0,valid,mobley_8789864
0,valid,mobley_8827942
0,valid,mobley_9007496
0,valid,mobley_9112978
0,valid,mobley_9281946
0,valid,mobley_9626434
0,valid,mobley_9705941
0,valid,mobley_9717937
0,test,mobley_1036761
0,test,mobley_1107178
0,test,mobley_1328465
0,test,mobley_1328936
0,test,mobley_1469079
0,test,mobley_1873346
0,test,mobley_1903702
0,test,mobley_1923244
0,test,mobley_194273
0,test,mobley_2198613
0,test,mobley_2269032
0,test,mobley_2341732
0,test,mobley_2518989
0,test,mobley_2661134
0,test,mobley_2693089
0,test,mobley_2792521
0,test,mobley_2996632
0,test,mobley_3083321
0,test,mobley_3151666
0,test,mobley_3183805
0,test,mobley_3201701
0,test,mobley_3515580
0,test,mobley_3843583
0,test,mobley_4561957
0,test,mobley_4587267
0,test,mobley_4630641
0,test,mobley_4845722
0,test,mobley_4850657
0,test,mobley_4924862
0,test,mobley_5026370
0,test,mobley_5056289
0,test,mobley_5072416
0,test,mobley_5094777
0,test,mobley_5393242
0,test,mobley_5510474
0,test,mobley_5518547
0,test,mobley_5917842
0,test,mobley_6115639
0,test,mobley_6359156
0,test,mobley_6619554
0,test,mobley_6688723
0,test,mobley_6714389
0,test,mobley_6854178
0,test,mobley_6911232
0,test,mobley_7176290
0,test,mobley_718988
0,test,mobley_7532833
0,test,mobley_7573149
0,test,mobley_766666
0,test,mobley_7690440
0,test,mobley_7758918
0,test,mobley_8221999
0,test,mobley_8705848
0,test,mobley_8765203
0,test,mobley_8785107
0,test,mobley_8789465
0,test,mobley_8809190
0,test,mobley_8885088
0,test,mobley_9139060
0,test,mobley_929676
0,test,mobley_9478823
0,test,mobley_9507933
0,test,mobley_9534740
0,test,mobley_9794857
0,test,mobley_994483
1,train,mobley_1017962
1,train,mobley_1019269
1,train,mobley_1046331
1,train,mobley_1075836
1,train,mobley_1079207
1,train,mobley_1107178
1,train,mobley_1139153
1,train,mobley_1144156
1,train,mobley_1160109
1,train,mobley_1178614
1,train,mobley_1199854
1,train,mobley_1231151
1,train,mobley_1235151
1,train,mobley_1244778
1,train,mobley_1261349
1,train,mobley_1278715
1,train,mobley_129464
1,train,mobley_1323538
1,train,mobley_1328465
1,train,mobley_1328936
1,train,mobley_1352110
1,train,mobley_1363784
1,train,mobley_1396156
1,train,mobley_1417007
1,train,mobley_1424265
1,train,mobley_1449384
1,train,mobley_1469079
1,train,mobley_1502181
1,train,mobley_1520842
1,train,mobley_1527293
1,train,mobley_1592519
1,train,mobley_1615431
1,train,mobley_1659169
1,train,mobley_1662128
1,train,mobley_1717215
1,train,mobley_1722522
1,train,mobley_1723043
1,train,mobley_172879
1,train,mobley_1733799
1,train,mobley_1735893
1,train,mobley_1755375
1,train,mobley_1760914
1,train,mobley_1770205
1,train,mobley_1781152
1,train,mobley_1792062
1,train,mobley_1800170
1,train,mobley_1803862
1,train,mobley_1827204
1,train,mobley_1849020
1,train,mobley_1857976
1,train,mobley_186894
1,train,mobley_1873346
1,train,mobley_1875719
1,train,mobley_1881249
1,train,mobley_1893815
1,train,mobley_1893937
1,train,mobley_1896013
1,train,mobley_1903702
1,train,mobley_1905088
1,train,mobley_1923244
1,train,mobley_1929982
1,train,mobley_194273
1,train,mobley_1952272
1,train,mobley_1963873
1,train,mobley_1967551
1,train,mobley_197466
1,train,mobley_1976156
1,train,mobley_1987439
1,train,mobley_2005792
1,train,mobley_2008055
1,train,mobley_2023925
1,train,mobley_2043882
1,train,mobley_20524
1,train,mobley_2068538
1,train,mobley_2078467
1,train,mobley_210639
1,train,mobley_2123854
1,train,mobley_2126135
1,train,mobley_2143011
1,train,mobley_2178600
1,train,mobley_2197088
1,train,mobley_2198613
1,train,mobley_2213823
1,train,mobley_2245668
1,train,mobley_2261979
1,train,mobley_2269032
1,train,mobley_2279874
1,train,mobley_2294995
1,train,mobley_2295058
1,train,mobley_2316618
1,train,mobley_2328633
1,train,mobley_2341732
1,train,mobley_2354112
1,train,mobley_2364370
1,train,mobley_2390199
1,train,mobley_2402487
1,train,mobley_2410897
1,train,mobley_2422586
1,train,mobley_242480
1,train,mobley_2481002
1,train,mobley_2484519
1,train,mobley_2487143
1,train,mobley_2489709
1,train,mobley_2492140
1,train,mobley_2493732
1,train,mobley_2517158
1,train,mobley_2518989
1,train,mobley_2523689
1,train,mobley_252413
1,train,mobley_2577969
1,train,mobley_2607611
1,train,mobley_2609604
1,train,mobley_2613240
1,train,mobley_2636578
1,train,mobley_2659552
1,train,mobley_2661134
1,train,mobley_2689721
1,train,mobley_2725215
1,train,mobley_2725802
1,train,mobley_2727678
1,train,mobley_2751110
1,train,mobley_2763835
1,train,mobley_2771569
1,train,mobley_2782339
1,train,mobley_2784376
1,train,mobley_2789243
1,train,mobley_2792521
1,train,mobley_2802855
1,train,mobley_2837389
1,train,mobley_2844990
1,train,mobley_2845466
1,train,mobley_2859600
1,train,mobley_2881590
1,train,mobley_2913224
1,train,mobley_2923700
1,train,mobley_2929847
1,train,mobley_2958326
1,train,mobley_2960202
1,train,mobley_296847
1,train,mobley_2972345
1,train,mobley_299266
1,train,mobley_2996632
1,train,mobley_3006808
1,train,mobley_303222
1,train,mobley_3040612
1,train,mobley_3047364
1,train,mobley_3053621
1,train,mobley_3060426
1,train,mobley_3083321
1,train,mobley_3105103
1,train,mobley_313406
1,train,mobley_3144334
1,train,mobley_3151666
1,train,mobley_3167746
1,train,mobley_3169935
1,train,mobley_3183805
1,train,mobley_3187514
1,train,mobley_3201701
1,train,mobley_3210206
1,train,mobley_3234716
1,train,mobley_3259411
1,train,mobley_3264884
1,train,mobley_3265457
1,train,mobley_3266352
1,train,mobley_3274817
1,train,mobley_3318135
1,train,mobley_3325209
1,train,mobley_3359593
1,train,mobley_3370989
1,train,mobley_337666
1,train,mobley_3378420
1,train,mobley_3395921
1,train,mobley_3398536
1,train,mobley_3414356
1,train,mobley_3515580
1,train,mobley_3546460
1,train,mobley_3572203
1,train,mobley_3573480
1,train,mobley_3589456
1,train,mobley_3639400
1,train,mobley_3663158
1,train,mobley_3682850
1,train,mobley_3686115
1,train,mobley_3690931
1,train,mobley_3709920
1,train,mobley_3715043
1,train,mobley_3727287
1,train,mobley_3738859
1,train,mobley_3746675
1,train,mobley_3761215
1,train,mobley_3762186
1,train,mobley_3775790
1,train,mobley_3777264
1,train,mobley_3802803
1,train,mobley_3843583
1,train,mobley_3867265
1,train,mobley_3968043
1,train,mobley_3968739
1,train,mobley_3969312
1,train,mobley_3980099
1,train,mobley_3982371
1,train,mobley_3999471
1,train,mobley_4013838
1,train,mobley_4035953
1,train,mobley_4039055
1,train,mobley_4043951
1,train,mobley_4043987
1,train,mobley_4177472
1,train,mobley_4193752
1,train,mobley_4218209
1,train,mobley_4219614
1,train,mobley_4252724
1,train,mobley_4287564
1,train,mobley_4291494
1,train,mobley_430089
1,train,mobley_4338603
1,train,mobley_4364398
1,train,mobley_4371692
1,train,mobley_4375719
1,train,mobley_4395315
1,train,mobley_4463913
1,train,mobley_4465023
1,train,mobley_4479135
1,train,mobley_4483973
1,train,mobley_4494568
1,train,mobley_4506634
1,train,mobley_4553008
1,train,mobley_4561957
1,train,mobley_4584540
1,train,mobley_4603202
1,train,mobley_4609460
1,train,mobley_4613090
1,train,mobley_4620651
1,train,mobley_4630641
1,train,mobley_4639255
1,train,mobley_4678740
1,train,mobley_4683624
1,train,mobley_4690963
1,train,mobley_4694328
1,train,mobley_4715906
1,train,mobley_4759887
1,train,mobley_4780078
1,train,mobley_4792268
1,train,mobley_486214
1,train,mobley_4883284
1,train,mobley_49274
1,train,mobley_4934872
1,train,mobley_4936555
1,train,mobley_4964807
1,train,mobley_5003962
1,train,mobley_5026370
1,train,mobley_5052949
1,train,mobley_5056289
1,train,mobley_5063386
1,train,mobley_5072416
1,train,mobley_5076071
1,train,mobley_5079234
1,train,mobley_5094777
1,train,mobley_5110043
1,train,mobley_511661
1,train,mobley_5157661
1,train,mobley_525934
1,train,mobley_5263791
1,train,mobley_52782
1,train,mobley_5286200
1,train,mobley_5310099
1,train,mobley_5311804
1,train,mobley_5326154
1,train,mobley_5346580
1,train,mobley_5371840
1,train,mobley_5390332
1,train,mobley_5445548
1,train,mobley_5449201
1,train,mobley_5456566
1,train,mobley_5471704
1,train,mobley_547634
1,train,mobley_5518547
1,train,mobley_5520946
1,train,mobley_5561855
1,train,mobley_5616693
1,train,mobley_5627459
1,train,mobley_5631798
1,train,mobley_5665561
1,train,mobley_5690766
1,train,mobley_5692472
1,train,mobley_5708811
1,train,mobley_5732611
1,train,mobley_5747188
1,train,mobley_5747981
1,train,mobley_5759258
1,train,mobley_5760563
1,train,mobley_5816127
1,train,mobley_5880265
1,train,mobley_588781
1,train,mobley_5890803
1,train,mobley_590519
1,train,mobley_5917842
1,train,mobley_5935995
1,train,mobley_5948990
1,train,mobley_5952846
1,train,mobley_5973402
1,train,mobley_5977084
1,train,mobley_6006813
1,train,mobley_6060301
1,train,mobley_6081058
1,train,mobley_6082662
1,train,mobley_6091882
1,train,mobley_6102880
1,train,mobley_6175884
1,train,mobley_6190089
1,train,mobley_6195751
1,train,mobley_6198745
1,train,mobley_6201330
1,train,mobley_6232400
1,train,mobley_6235784
1,train,mobley_6248915
1,train,mobley_6250025
1,train,mobley_6257907
1,train,mobley_6266306
1,train,mobley_627267
1,train,mobley_628086
1,train,mobley_628951
1,train,mobley_6303022
1,train,mobley_6309289
1,train,mobley_632905
1,train,mobley_6334915
1,train,mobley_6338073
1,train,mobley_6353617
1,train,mobley_6358463
1,train,mobley_6359135
1,train,mobley_6359156
1,train,mobley_63712
1,train,mobley_637522
1,train,mobley_6430250
1,train,mobley_6456034
1,train,mobley_646007
1,train,mobley_6497672
1,train,mobley_6522117
1,train,mobley_6571751
1,train,mobley_6619554
1,train,mobley_6620221
1,train,mobley_6632459
1,train,mobley_664966
1,train,mobley_6688723
1,train,mobley_6714389
1,train,mobley_6739648
1,train,mobley_6743808
1,train,mobley_676247
1,train,mobley_6794076
1,train,mobley_6804509
1,train,mobley_6812653
1,train,mobley_6843802
1,train,mobley_6854178
1,train,mobley_6896128
1,train,mobley_6911232
1,train,mobley_6917738
1,train,mobley_6929123
1,train,mobley_6935906
1,train,mobley_6973347
1,train,mobley_6978427
1,train,mobley_6981465
1,train,mobley_6988468
1,train,mobley_7009711
1,train,mobley_7010316
1,train,mobley_7015518
1,train,mobley_7039935
1,train,mobley_7047032
1,train,mobley_7099614
1,train,mobley_7106722
1,train,mobley_7142697
1,train,mobley_7150646
1,train,mobley_7157427
1,train,mobley_7176248
1,train,mobley_7176290
1,train,mobley_718988
1,train,mobley_7200804
1,train,mobley_7203421
1,train,mobley_7239499
1,train,mobley_7261305
1,train,mobley_7295828
1,train,mobley_7298388
1,train,mobley_7326706
1,train,mobley_7326982
1,train,mobley_7360181
1,train,mobley_7375018
1,train,mobley_7378987
1,train,mobley_7417968
1,train,mobley_7463408
1,train,mobley_7463799
1,train,mobley_7497999
1,train,mobley_7532833
1,train,mobley_7542832
1,train,mobley_755351
1,train,mobley_7573149
1,train,mobley_7608435
1,train,mobley_7608462
1,train,mobley_7610437
1,train,mobley_766666
1,train,mobley_7688753
1,train,mobley_7708038
1,train,mobley_7732703
1,train,mobley_7735340
1,train,mobley_7754849
1,train,mobley_7758918
1,train,mobley_7768165
1,train,mobley_7769613
1,train,mobley_7774695
1,train,mobley_778352
1,train,mobley_7794077
1,train,mobley_7829570
1,train,mobley_7859387
1,train,mobley_7860938
1,train,mobley_7869158
1,train,mobley_7912193
1,train,mobley_7913234
1,train,mobley_7943327
1,train,mobley_7977115
1,train,mobley_7983227
1,train,mobley_7988076
1,train,mobley_8006582
1,train,mobley_8048190
1,train,mobley_8052240
1,train,mobley_8057732
1,train,mobley_8117218
1,train,mobley_8118832
1,train,mobley_8124669
1,train,mobley_8127829
1,train,mobley_819018
1,train,mobley_8191186
1,train,mobley_8207196
1,train,mobley_820789
1,train,mobley_8208692
1,train,mobley_8221999
1,train,mobley_8311303
1,train,mobley_8311321
1,train,mobley_8337722
1,train,mobley_8337977
1,train,mobley_8426916
1,train,mobley_8449031
1,train,mobley_8467917
1,train,mobley_8492526
1,train,mobley_8514745
1,train,mobley_8522124
1,train,mobley_8525830
1,train,mobley_852937
1,train,mobley_8558116
1,train,mobley_8578590
1,train,mobley_859464
1,train,mobley_8614858
1,train,mobley_8685905
1,train,mobley_8691603
1,train,mobley_8713762
1,train,mobley_8723116
1,train,mobley_8754702
1,train,mobley_8764620
1,train,mobley_8772587
1,train,mobley_8785107
1,train,mobley_8789465
1,train,mobley_8789864
1,train,mobley_8798016
1,train,mobley_8809274
1,train,mobley_8827942
1,train,mobley_8861672
1,train,mobley_8882696
1,train,mobley_8883511
1,train,mobley_8885088
1,train,mobley_8899867
1,train,mobley_8916409
1,train,mobley_8966374
1,train,mobley_8983100
1,train,mobley_900088
1,train,mobley_9007496
1,train,mobley_902954
1,train,mobley_9029594
1,train,mobley_9055303
1,train,mobley_9073553
1,train,mobley_9100956
1,train,mobley_9112978
1,train,mobley_9114381
1,train,mobley_9121449
1,train,mobley_9185328
1,train,mobley_9197172
1,train,mobley_9201263
1,train,mobley_9209581
1,train,mobley_9246215
1,train,mobley_9246351
1,train,mobley_9257453
1,train,mobley_9281946
1,train,mobley_9407874
1,train,mobley_9460824
1,train,mobley_9478823
1,train,mobley_9507933
1,train,mobley_9510785
1,train,mobley_951560
1,train,mobley_9534740
1,train,mobley_9557440
1,train,mobley_9565165
1,train,mobley_9571888
1,train,mobley_9617923
1,train,mobley_9624458
1,train,mobley_967099
1,train,mobley_9671033
1,train,mobley_9717937
1,train,mobley_9729792
1,train,mobley_9794857
1,train,mobley_9821936
1,train,mobley_9883303
1,train,mobley_9897248
1,train,mobley_9913368
1,train,mobley_9942801
1,train,mobley_994483
1,train,mobley_9974966
1,train,mobley_9979854
1,valid,mobley_1036761
1,valid,mobley_1571523
1,valid,mobley_1636752
1,valid,mobley_1650157
1,valid,mobley_1708457
1,valid,mobley_1743409
1,valid,mobley_1838110
1,valid,mobley_1858644
1,valid,mobley_1922649
1,valid,mobley_1944394
1,valid,mobley_1977493
1,valid,mobley_2146331
